Date,Exchange,FX,Return,r,3m,3mvUS,OI,NCL,NCS,NCSP,CL,CS,TRL,TRS,NRL,NRS,Contract
25/02/2003,CHF,1.358,1.29%,0.013,0.51,-0.72,56247,18644,2801,68,14237,47121,32949,49990,23298,6257,"(CONTRACTS OF 125,000 SWISS FRANCS)"
18/02/2003,CHF,1.3758,-0.65%,-0.0065,0.53,-0.72,55430,17243,2737,26,16002,45177,33271,47940,22159,7490,"(CONTRACTS OF 125,000 SWISS FRANCS)"
11/02/2003,CHF,1.3669,-1.49%,-0.0148,0.51,-0.75,57566,21871,1584,46,11826,47802,33743,49432,23823,8134,"(CONTRACTS OF 125,000 SWISS FRANCS)"
04/02/2003,CHF,1.3468,0.78%,0.0078,0.46,-0.78,62069,29146,3400,32,6493,51237,35671,54669,26398,7400,"(CONTRACTS OF 125,000 SWISS FRANCS)"
28/01/2003,CHF,1.3574,0.39%,0.0039,0.54,-0.7,57912,27506,2042,41,6381,49033,33928,51116,23984,6796,"(CONTRACTS OF 125,000 SWISS FRANCS)"
21/01/2003,CHF,1.3627,1.70%,0.0171,0.53,-0.71,60220,29457,2778,33,3938,49422,33428,52233,26792,7987,"(CONTRACTS OF 125,000 SWISS FRANCS)"
14/01/2003,CHF,1.3862,0.93%,0.0093,0.55,-0.73,54413,26106,3076,32,2222,44057,28360,47165,26053,7248,"(CONTRACTS OF 125,000 SWISS FRANCS)"
07/01/2003,CHF,1.3992,-0.96%,-0.0096,0.55,-0.74,51474,24392,1342,31,1912,43428,26335,44801,25139,6673,"(CONTRACTS OF 125,000 SWISS FRANCS)"
31/12/2002,CHF,1.3859,2.29%,0.0232,0.49,-0.79,50293,24829,1576,80,1558,41529,26467,43185,23826,7108,"(CONTRACTS OF 125,000 SWISS FRANCS)"
23/12/2002,CHF,1.4184,0.52%,0.0052,0.52,-0.86,48996,23980,2157,33,1963,40324,25976,42514,23020,6482,"(CONTRACTS OF 125,000 SWISS FRANCS)"
17/12/2002,CHF,1.4258,2.37%,0.024,0.6,-0.74,45822,21932,2737,47,1837,37075,23816,39859,22006,5963,"(CONTRACTS OF 125,000 SWISS FRANCS)"
10/12/2002,CHF,1.4604,1.13%,0.0114,0.61,-0.73,56438,12617,3584,694,22789,43719,36100,47997,20338,8441,"(CONTRACTS OF 125,000 SWISS FRANCS)"
03/12/2002,CHF,1.4771,0.42%,0.0042,0.65,-0.7,41297,8857,3549,22,12739,29755,21618,33326,19679,7971,"(CONTRACTS OF 125,000 SWISS FRANCS)"
26/11/2002,CHF,1.4833,-1.37%,-0.0136,0.67,-0.68,39113,9482,3475,23,10802,26997,20307,30495,18806,8618,"(CONTRACTS OF 125,000 SWISS FRANCS)"
19/11/2002,CHF,1.4633,-1.36%,-0.0135,0.65,-0.69,51854,18695,3568,40,8188,40200,26923,43808,24931,8046,"(CONTRACTS OF 125,000 SWISS FRANCS)"
12/11/2002,CHF,1.4437,1.31%,0.0131,0.62,-0.72,54699,20436,3195,21,8208,43183,28665,46399,26034,8300,"(CONTRACTS OF 125,000 SWISS FRANCS)"
05/11/2002,CHF,1.4628,1.81%,0.0182,0.65,-0.87,46457,15086,4536,12,7650,33062,22748,37610,23709,8847,"(CONTRACTS OF 125,000 SWISS FRANCS)"
29/10/2002,CHF,1.4897,0.78%,0.0078,0.65,-1.02,39726,7172,5495,20,17638,23843,24830,29358,14896,10368,"(CONTRACTS OF 125,000 SWISS FRANCS)"
22/10/2002,CHF,1.5014,-0.52%,-0.0052,0.61,-1.12,34064,1589,7744,20,19236,14076,20845,21840,13219,12224,"(CONTRACTS OF 125,000 SWISS FRANCS)"
15/10/2002,CHF,1.4936,0.29%,0.0029,0.67,-1.03,34794,3441,6439,28,15804,17762,19273,24229,15521,10565,"(CONTRACTS OF 125,000 SWISS FRANCS)"
08/10/2002,CHF,1.4979,-0.71%,-0.0071,0.61,-1.04,32344,2931,6525,29,15126,15207,18086,21761,14258,10583,"(CONTRACTS OF 125,000 SWISS FRANCS)"
01/10/2002,CHF,1.4873,0.23%,0.0024,0.58,-1.1,34820,7551,5446,23,10858,20283,18432,25752,16388,9068,"(CONTRACTS OF 125,000 SWISS FRANCS)"
24/09/2002,CHF,1.4908,1.09%,0.0109,0.62,-1.09,29978,3208,6282,31,11823,14151,15062,20464,14916,9514,"(CONTRACTS OF 125,000 SWISS FRANCS)"
17/09/2002,CHF,1.5072,-0.68%,-0.0068,0.66,-1.07,31372,1841,7745,152,15145,11380,17138,19277,14234,12095,"(CONTRACTS OF 125,000 SWISS FRANCS)"
10/09/2002,CHF,1.497,-1.82%,-0.0181,0.65,-1.08,45547,12296,2062,929,14298,33608,27523,36599,18024,8948,"(CONTRACTS OF 125,000 SWISS FRANCS)"
03/09/2002,CHF,1.4702,1.49%,0.015,0.66,-1.07,43187,12597,1666,5,14017,35722,26619,37393,16568,5794,"(CONTRACTS OF 125,000 SWISS FRANCS)"
27/08/2002,CHF,1.4924,0.48%,0.0048,0.66,-1.07,41038,10848,909,3,16383,33127,27234,34039,13804,6999,"(CONTRACTS OF 125,000 SWISS FRANCS)"
20/08/2002,CHF,1.4996,-0.96%,-0.0096,0.73,-0.96,37675,8139,1916,6,14899,28234,23044,30156,14631,7519,"(CONTRACTS OF 125,000 SWISS FRANCS)"
13/08/2002,CHF,1.4853,1.53%,0.0154,0.77,-0.86,36637,8339,787,6,14557,30441,22902,31234,13735,5403,"(CONTRACTS OF 125,000 SWISS FRANCS)"
06/08/2002,CHF,1.5084,-1.78%,-0.0177,0.67,-1.04,40136,8571,2084,22,15086,30599,23679,32705,16457,7431,"(CONTRACTS OF 125,000 SWISS FRANCS)"
30/07/2002,CHF,1.482,-0.88%,-0.0088,0.73,-1.01,38202,8888,729,13,10896,32140,19797,32882,18405,5320,"(CONTRACTS OF 125,000 SWISS FRANCS)"
23/07/2002,CHF,1.469,-1.37%,-0.0136,1.01,-0.7,43471,13114,0,0,8830,36726,21944,36726,21527,6745,"(CONTRACTS OF 125,000 SWISS FRANCS)"
16/07/2002,CHF,1.4492,2.23%,0.0226,1.12,-0.65,43504,14649,564,0,5243,37458,19892,38022,23612,5482,"(CONTRACTS OF 125,000 SWISS FRANCS)"
09/07/2002,CHF,1.4823,0.28%,0.0028,1.11,-0.65,40306,13414,1016,62,4609,33851,18085,34929,22221,5377,"(CONTRACTS OF 125,000 SWISS FRANCS)"
02/07/2002,CHF,1.4865,0.73%,0.0073,1.11,-0.66,41514,14447,1274,108,4420,34447,18975,35829,22539,5685,"(CONTRACTS OF 125,000 SWISS FRANCS)"
25/06/2002,CHF,1.4974,3.39%,0.0345,1.13,-0.65,42093,16138,1618,80,2688,33329,18906,35027,23187,7066,"(CONTRACTS OF 125,000 SWISS FRANCS)"
18/06/2002,CHF,1.55,0.32%,0.0032,1.21,-0.57,41808,16830,2430,0,1869,32460,18699,34890,23109,6918,"(CONTRACTS OF 125,000 SWISS FRANCS)"
11/06/2002,CHF,1.555,0.63%,0.0063,1.17,-0.61,61771,15115,2640,0,20647,52339,35762,54979,26009,6792,"(CONTRACTS OF 125,000 SWISS FRANCS)"
04/06/2002,CHF,1.5649,0.55%,0.0055,1.14,-0.65,54699,14226,4204,117,15165,44817,29508,49138,25191,5561,"(CONTRACTS OF 125,000 SWISS FRANCS)"
28/05/2002,CHF,1.5736,0.24%,0.0024,1.21,-0.59,55255,15620,3632,4,11986,45690,27610,49326,27645,5929,"(CONTRACTS OF 125,000 SWISS FRANCS)"
21/05/2002,CHF,1.5774,2.27%,0.0229,1.18,-0.62,54273,17652,3831,0,11015,44360,28667,48191,25606,6082,"(CONTRACTS OF 125,000 SWISS FRANCS)"
14/05/2002,CHF,1.614,-1.63%,-0.0162,1.22,-0.59,53559,16917,3602,0,12631,43491,29548,47093,24011,6466,"(CONTRACTS OF 125,000 SWISS FRANCS)"
07/05/2002,CHF,1.5881,1.78%,0.018,1.2,-0.56,55906,19765,4091,0,9825,46750,29590,50841,26316,5065,"(CONTRACTS OF 125,000 SWISS FRANCS)"
30/04/2002,CHF,1.6169,1.99%,0.0201,1.46,-0.35,53449,19662,4555,0,9264,43645,28926,48200,24523,5249,"(CONTRACTS OF 125,000 SWISS FRANCS)"
23/04/2002,CHF,1.6498,0.84%,0.0084,1.49,-0.34,43483,13604,6834,11,8869,31592,22484,38437,20999,5046,"(CONTRACTS OF 125,000 SWISS FRANCS)"
16/04/2002,CHF,1.6637,0.09%,0.0009,1.51,-0.35,32812,6948,10465,14,10919,16627,17881,27106,14931,5706,"(CONTRACTS OF 125,000 SWISS FRANCS)"
09/04/2002,CHF,1.6652,-0.13%,-0.0013,1.53,-0.34,30241,4164,10704,14,10360,13036,14538,23754,15703,6487,"(CONTRACTS OF 125,000 SWISS FRANCS)"
02/04/2002,CHF,1.663,0.29%,0.0029,1.5,-0.42,34709,8992,10733,13,10011,17859,19016,28605,15693,6104,"(CONTRACTS OF 125,000 SWISS FRANCS)"
26/03/2002,CHF,1.6678,-0.59%,-0.0059,1.62,-0.32,33558,6042,10299,3,11234,15423,17279,25725,16279,7833,"(CONTRACTS OF 125,000 SWISS FRANCS)"
19/03/2002,CHF,1.658,1.15%,0.0116,1.62,-0.32,31147,3593,10148,0,10982,13942,14575,24090,16572,7057,"(CONTRACTS OF 125,000 SWISS FRANCS)"
12/03/2002,CHF,1.6773,0.89%,0.009,1.65,-0.25,54877,3056,11092,9,39555,31457,42620,42558,12257,12319,"(CONTRACTS OF 125,000 SWISS FRANCS)"
05/03/2002,CHF,1.6924,0.91%,0.0092,1.68,-0.14,45641,1825,14770,0,35746,14220,37571,28990,8070,16651,"(CONTRACTS OF 125,000 SWISS FRANCS)"
26/02/2002,CHF,1.708,-1.24%,-0.0123,1.62,-0.19,44593,3343,18242,0,34624,9778,37967,28020,6626,16573,"(CONTRACTS OF 125,000 SWISS FRANCS)"
19/02/2002,CHF,1.6871,-0.06%,-0.0006,1.6,-0.21,43256,4406,16636,8,29656,10229,34070,26873,9186,16383,"(CONTRACTS OF 125,000 SWISS FRANCS)"
12/02/2002,CHF,1.6861,0.65%,0.0065,1.63,-0.17,42496,2406,16732,0,32683,9643,35089,26375,7407,16121,"(CONTRACTS OF 125,000 SWISS FRANCS)"
05/02/2002,CHF,1.6971,0.14%,0.0014,1.56,-0.25,44628,2042,15999,0,35015,9097,37057,25096,7571,19532,"(CONTRACTS OF 125,000 SWISS FRANCS)"
29/01/2002,CHF,1.6994,-2.31%,-0.0229,1.61,-0.16,46672,1943,20313,6,37636,9040,39585,29359,7087,17313,"(CONTRACTS OF 125,000 SWISS FRANCS)"
22/01/2002,CHF,1.661,0.60%,0.0061,1.64,-0.08,33536,4710,8656,0,20565,12754,25275,21410,8261,12126,"(CONTRACTS OF 125,000 SWISS FRANCS)"
15/01/2002,CHF,1.6711,-0.94%,-0.0093,1.64,0.01,35162,2837,11857,0,24865,9883,27702,21740,7460,13422,"(CONTRACTS OF 125,000 SWISS FRANCS)"
08/01/2002,CHF,1.6556,1.18%,0.0118,1.66,-0.09,27704,2120,7985,0,17060,9025,19180,17010,8524,10694,"(CONTRACTS OF 125,000 SWISS FRANCS)"
28/12/2001,CHF,1.6753,-1.32%,-0.0132,1.7,-0.06,34855,2139,11578,0,22654,7869,24793,19447,10062,15408,"(CONTRACTS OF 125,000 SWISS FRANCS)"
21/12/2001,CHF,1.6534,-1.26%,-0.0125,1.8,-0.07,31069,7322,5072,0,8411,15193,15733,20265,15336,10804,"(CONTRACTS OF 125,000 SWISS FRANCS)"
18/12/2001,CHF,1.6329,1.19%,0.0119,1.83,-0.03,34232,10882,3749,0,5935,24475,16817,28224,17415,6008,"(CONTRACTS OF 125,000 SWISS FRANCS)"
11/12/2001,CHF,1.6525,0.02%,0.0002,1.83,0.04,56869,4786,5252,1083,38225,40119,44094,46454,12775,10415,"(CONTRACTS OF 125,000 SWISS FRANCS)"
04/12/2001,CHF,1.6529,0.19%,0.0019,1.9,0.09,51077,6330,6535,0,30764,36430,37094,42965,13983,8112,"(CONTRACTS OF 125,000 SWISS FRANCS)"
27/11/2001,CHF,1.656,-0.43%,-0.0043,2.02,0.01,53351,6369,10953,0,34599,31765,40968,42718,12383,10633,"(CONTRACTS OF 125,000 SWISS FRANCS)"
20/11/2001,CHF,1.6489,1.28%,0.0129,2.05,0.01,51800,8473,8234,0,30171,34464,38644,42698,13156,9102,"(CONTRACTS OF 125,000 SWISS FRANCS)"
13/11/2001,CHF,1.6703,-1.54%,-0.0153,1.97,0.07,55854,12389,7170,49,29719,37628,42157,44847,13697,11007,"(CONTRACTS OF 125,000 SWISS FRANCS)"
06/11/2001,CHF,1.645,-1.26%,-0.0125,2.04,0.1,53393,15330,3294,43,19495,44210,34868,47547,18525,5846,"(CONTRACTS OF 125,000 SWISS FRANCS)"
30/10/2001,CHF,1.6245,2.16%,0.0219,2.04,-0.02,52732,16826,4397,26,17018,42306,33870,46729,18862,6003,"(CONTRACTS OF 125,000 SWISS FRANCS)"
23/10/2001,CHF,1.6604,-1.58%,-0.0157,2.1,-0.18,49156,14717,5274,31,18990,35778,33738,41083,15418,8073,"(CONTRACTS OF 125,000 SWISS FRANCS)"
16/10/2001,CHF,1.6346,-0.59%,-0.0059,2.07,-0.27,47839,17914,953,23,12415,41521,30352,42497,17487,5342,"(CONTRACTS OF 125,000 SWISS FRANCS)"
09/10/2001,CHF,1.625,-0.35%,-0.0035,2.06,-0.28,48135,18420,1338,23,7611,39154,26054,40515,22081,7620,"(CONTRACTS OF 125,000 SWISS FRANCS)"
02/10/2001,CHF,1.6194,-2.01%,-0.0199,2.17,-0.27,48429,18013,855,23,7162,41851,25198,42729,23231,5700,"(CONTRACTS OF 125,000 SWISS FRANCS)"
25/09/2001,CHF,1.5875,0.57%,0.0057,2.06,-0.36,48890,19377,1038,23,4669,42519,24069,43580,24821,5310,"(CONTRACTS OF 125,000 SWISS FRANCS)"
18/09/2001,CHF,1.5966,2.68%,0.0271,2.61,-0.21,49670,22112,444,23,4766,43159,26901,43626,22769,6044,"(CONTRACTS OF 125,000 SWISS FRANCS)"
10/09/2001,CHF,1.6405,3.71%,0.0378,2.9,-0.35,67436,17375,2609,193,23705,49775,41273,52577,26163,14859,"(CONTRACTS OF 125,000 SWISS FRANCS)"
04/09/2001,CHF,1.7037,-2.49%,-0.0246,3.08,-0.34,63213,18879,3517,29,22541,50733,41449,54279,21764,8934,"(CONTRACTS OF 125,000 SWISS FRANCS)"
28/08/2001,CHF,1.6623,-0.51%,-0.0051,3.02,-0.34,64979,21578,1399,30,18614,56578,40222,58007,24757,6972,"(CONTRACTS OF 125,000 SWISS FRANCS)"
21/08/2001,CHF,1.6538,1.52%,0.0153,3.03,-0.4,63620,21545,842,35,24044,62060,45624,62937,17996,683,"(CONTRACTS OF 125,000 SWISS FRANCS)"
14/08/2001,CHF,1.6793,2.22%,0.0224,2.99,-0.44,60467,20155,3024,36,23954,55500,44145,58560,16322,1907,"(CONTRACTS OF 125,000 SWISS FRANCS)"
07/08/2001,CHF,1.7174,0.50%,0.005,3.1,-0.47,55078,16351,5352,59,19002,40055,35412,45466,19666,9612,"(CONTRACTS OF 125,000 SWISS FRANCS)"
31/07/2001,CHF,1.726,-0.19%,-0.0019,3.13,-0.48,51045,12633,5964,62,19951,36293,32646,42319,18399,8726,"(CONTRACTS OF 125,000 SWISS FRANCS)"
24/07/2001,CHF,1.7228,1.70%,0.0171,3.11,-0.51,52242,11660,6833,69,20764,34661,32493,41563,19749,10679,"(CONTRACTS OF 125,000 SWISS FRANCS)"
17/07/2001,CHF,1.7526,1.43%,0.0144,3.15,-0.48,49243,2508,20626,108,31135,14154,33751,34888,15492,14355,"(CONTRACTS OF 125,000 SWISS FRANCS)"
10/07/2001,CHF,1.778,0.95%,0.0095,3.14,-0.55,57247,2254,28572,75,42304,7808,44633,36455,12614,20792,"(CONTRACTS OF 125,000 SWISS FRANCS)"
03/07/2001,CHF,1.795,-1.75%,-0.0173,3.12,-0.7,59127,2215,30630,43,47591,7631,49849,38304,9278,20823,"(CONTRACTS OF 125,000 SWISS FRANCS)"
26/06/2001,CHF,1.7642,1.40%,0.0141,3.12,-0.54,45280,1837,19198,43,32748,8201,34628,27442,10652,17838,"(CONTRACTS OF 125,000 SWISS FRANCS)"
19/06/2001,CHF,1.7893,-0.08%,-0.0008,3.16,-0.48,44886,2256,20748,43,33688,5190,35987,25981,8899,18905,"(CONTRACTS OF 125,000 SWISS FRANCS)"
12/06/2001,CHF,1.7878,-0.64%,-0.0064,3.03,-0.78,78819,3713,25482,43,64665,26570,68421,52095,10398,26724,"(CONTRACTS OF 125,000 SWISS FRANCS)"
05/06/2001,CHF,1.7764,0.30%,0.003,3.11,-0.7,59218,3395,26737,86,45895,13385,49376,40208,9842,19010,"(CONTRACTS OF 125,000 SWISS FRANCS)"
29/05/2001,CHF,1.7818,-0.81%,-0.0081,3.03,-0.87,57880,2901,26605,43,45591,12383,48535,39031,9345,18849,"(CONTRACTS OF 125,000 SWISS FRANCS)"
22/05/2001,CHF,1.7675,-1.36%,-0.0136,3.12,-0.79,57644,3002,27345,43,46215,10371,49260,37759,8384,19885,"(CONTRACTS OF 125,000 SWISS FRANCS)"
15/05/2001,CHF,1.7437,-0.14%,-0.0014,3.05,-0.89,55039,3493,25490,0,42745,11369,46238,36859,8801,18180,"(CONTRACTS OF 125,000 SWISS FRANCS)"
08/05/2001,CHF,1.7412,-0.89%,-0.0089,3.03,-0.91,51497,1674,22098,0,40640,12205,42314,34303,9183,17194,"(CONTRACTS OF 125,000 SWISS FRANCS)"
01/05/2001,CHF,1.7258,-0.71%,-0.0071,3.08,-1.1,46595,457,21145,43,37616,12275,38116,33463,8479,13132,"(CONTRACTS OF 125,000 SWISS FRANCS)"
24/04/2001,CHF,1.7136,0.83%,0.0083,3.01,-1.23,43310,274,18296,0,32299,14423,32573,32719,10737,10591,"(CONTRACTS OF 125,000 SWISS FRANCS)"
17/04/2001,CHF,1.7279,-0.66%,-0.0066,3.2,-1.46,41101,257,17002,44,30299,13204,30600,30250,10501,10851,"(CONTRACTS OF 125,000 SWISS FRANCS)"
10/04/2001,CHF,1.7166,-0.88%,-0.0088,3.21,-1.47,40762,752,16313,36,30452,11016,31240,27365,9522,13397,"(CONTRACTS OF 125,000 SWISS FRANCS)"
03/04/2001,CHF,1.7016,0.93%,0.0094,3.2,-1.58,40219,860,16176,28,28368,10757,29256,26961,10963,13258,"(CONTRACTS OF 125,000 SWISS FRANCS)"
27/03/2001,CHF,1.7176,-1.78%,-0.0176,3.26,-1.54,42018,900,15931,33,30918,12009,31851,27973,10167,14045,"(CONTRACTS OF 125,000 SWISS FRANCS)"
20/03/2001,CHF,1.6876,-0.31%,-0.0031,3.28,-1.5,38504,1352,15982,30,24997,10094,26379,26106,12125,12398,"(CONTRACTS OF 125,000 SWISS FRANCS)"
13/03/2001,CHF,1.6824,-2.09%,-0.0207,3.35,-1.52,48823,6135,8053,130,27570,29073,33835,37256,14988,11567,"(CONTRACTS OF 125,000 SWISS FRANCS)"
06/03/2001,CHF,1.648,1.69%,0.017,3.35,-1.67,44450,5879,5683,27,21387,29749,27293,35459,17157,8991,"(CONTRACTS OF 125,000 SWISS FRANCS)"
27/02/2001,CHF,1.6763,0.43%,0.0043,3.36,-1.59,41691,3293,5385,28,23294,25929,26615,31342,15076,10349,"(CONTRACTS OF 125,000 SWISS FRANCS)"
20/02/2001,CHF,1.6835,-0.92%,-0.0092,3.41,-1.89,41578,2548,3881,28,22438,26048,25014,29957,16564,11621,"(CONTRACTS OF 125,000 SWISS FRANCS)"
13/02/2001,CHF,1.6681,-0.77%,-0.0076,3.42,-1.89,45106,10124,2537,0,17335,33234,27459,35771,17647,9335,"(CONTRACTS OF 125,000 SWISS FRANCS)"
06/02/2001,CHF,1.6554,-0.60%,-0.0059,3.38,-1.97,46904,11447,3022,5,16113,35157,27565,38184,19339,8720,"(CONTRACTS OF 125,000 SWISS FRANCS)"
30/01/2001,CHF,1.6456,-0.83%,-0.0083,3.35,-2.07,51103,13453,2616,24,16408,40186,29885,42826,21218,8277,"(CONTRACTS OF 125,000 SWISS FRANCS)"
23/01/2001,CHF,1.632,0.20%,0.002,3.37,-2.14,52944,15721,2053,48,16489,41417,32258,43518,20686,9426,"(CONTRACTS OF 125,000 SWISS FRANCS)"
16/01/2001,CHF,1.6352,-1.40%,-0.0139,3.32,-2.37,49883,15468,2155,53,13912,39557,29433,41765,20450,8118,"(CONTRACTS OF 125,000 SWISS FRANCS)"
09/01/2001,CHF,1.6126,-0.71%,-0.0071,3.37,-2.14,48022,14003,2044,5,11610,40550,25618,42599,22404,5423,"(CONTRACTS OF 125,000 SWISS FRANCS)"
02/01/2001,CHF,1.6012,1.97%,0.0199,3.27,-2.9,47926,13683,2197,151,12104,38345,25938,40693,21988,7233,"(CONTRACTS OF 125,000 SWISS FRANCS)"
26/12/2000,CHF,1.6334,2.89%,0.0293,3.36,-2.98,43449,13366,2212,89,12284,36546,25739,38847,17710,4602,"(CONTRACTS OF 125,000 SWISS FRANCS)"
19/12/2000,CHF,1.682,1.82%,0.0184,3.25,-3.16,40067,12627,3787,21,10291,30433,22939,34241,17128,5826,"(CONTRACTS OF 125,000 SWISS FRANCS)"
12/12/2000,CHF,1.7132,0.08%,0.0008,3.33,-3.14,64186,12326,3237,25,33391,49871,45742,53133,18444,11053,"(CONTRACTS OF 125,000 SWISS FRANCS)"
05/12/2000,CHF,1.7146,2.67%,0.027,3.32,-3.22,55840,8363,3238,794,33092,43293,42249,47325,13591,8515,"(CONTRACTS OF 125,000 SWISS FRANCS)"
28/11/2000,CHF,1.7616,2.36%,0.0239,3.43,-3.25,49675,1275,12438,55,35874,21848,37204,34341,12471,15334,"(CONTRACTS OF 125,000 SWISS FRANCS)"
21/11/2000,CHF,1.8042,-1.77%,-0.0175,3.45,-3.21,49098,1236,15936,53,40271,16578,41560,32567,7538,16531,"(CONTRACTS OF 125,000 SWISS FRANCS)"
14/11/2000,CHF,1.7729,-0.31%,-0.0031,3.38,-3.27,48360,1684,14101,0,37479,19112,39163,33213,9197,15147,"(CONTRACTS OF 125,000 SWISS FRANCS)"
07/11/2000,CHF,1.7674,1.65%,0.0166,3.31,-3.35,48949,1000,14199,0,37474,15987,38474,30186,10475,18763,"(CONTRACTS OF 125,000 SWISS FRANCS)"
31/10/2000,CHF,1.797,0.04%,0.0004,3.33,-3.32,51334,524,17817,0,41607,13106,42131,30923,9203,20411,"(CONTRACTS OF 125,000 SWISS FRANCS)"
24/10/2000,CHF,1.7978,-1.70%,-0.0168,3.32,-3.32,49114,181,18186,0,40248,11548,40429,29734,8685,19380,"(CONTRACTS OF 125,000 SWISS FRANCS)"
17/10/2000,CHF,1.7678,-1.42%,-0.0141,3.43,-3.18,48582,181,17693,0,39927,13486,40108,31179,8474,17403,"(CONTRACTS OF 125,000 SWISS FRANCS)"
10/10/2000,CHF,1.7431,-0.65%,-0.0065,3.44,-3.22,44566,1924,15817,0,33248,13815,35172,29632,9394,14934,"(CONTRACTS OF 125,000 SWISS FRANCS)"
03/10/2000,CHF,1.7318,-0.42%,-0.0042,3.48,-3.23,42626,1611,16943,0,31280,12208,32891,29151,9735,13475,"(CONTRACTS OF 125,000 SWISS FRANCS)"
26/09/2000,CHF,1.7246,2.88%,0.0293,3.33,-3.22,43443,1211,16988,0,32418,10317,33629,27305,9814,16138,"(CONTRACTS OF 125,000 SWISS FRANCS)"
19/09/2000,CHF,1.7758,-0.61%,-0.0061,3.32,-3.26,47704,710,23091,0,38927,5011,39637,28102,8067,19602,"(CONTRACTS OF 125,000 SWISS FRANCS)"
12/09/2000,CHF,1.765,-1.17%,-0.0116,3.36,-3.24,67266,0,22852,0,57150,22852,57150,45704,10116,21562,"(CONTRACTS OF 125,000 SWISS FRANCS)"
05/09/2000,CHF,1.7446,-0.68%,-0.0067,3.38,-3.21,60790,35,21899,53,49997,13268,50085,35220,10705,25570,"(CONTRACTS OF 125,000 SWISS FRANCS)"
29/08/2000,CHF,1.7329,0.33%,0.0033,3.35,-3.23,54174,0,21678,72,44410,11471,44482,33221,9692,20953,"(CONTRACTS OF 125,000 SWISS FRANCS)"
22/08/2000,CHF,1.7387,-1.65%,-0.0164,3.37,-3.23,55008,17,21507,18,45877,12336,45912,33861,9096,21147,"(CONTRACTS OF 125,000 SWISS FRANCS)"
15/08/2000,CHF,1.7104,0.05%,0.0005,3.31,-3.25,51065,465,17384,19,41572,15035,42056,32438,9009,18627,"(CONTRACTS OF 125,000 SWISS FRANCS)"
08/08/2000,CHF,1.7112,-1.33%,-0.0132,3.27,-3.3,49510,456,17451,35,38782,14484,39273,31970,10237,17540,"(CONTRACTS OF 125,000 SWISS FRANCS)"
01/08/2000,CHF,1.6888,-2.17%,-0.0214,3.31,-3.32,37775,2059,4966,11,23326,19262,25396,24239,12379,13536,"(CONTRACTS OF 125,000 SWISS FRANCS)"
25/07/2000,CHF,1.653,1.30%,0.013,3.25,-3.38,38246,1956,4316,11,22169,21014,24136,25341,14110,12905,"(CONTRACTS OF 125,000 SWISS FRANCS)"
18/07/2000,CHF,1.6747,-2.91%,-0.0287,3.4,-3.25,39293,6858,5472,1,19656,20613,26515,26086,12778,13207,"(CONTRACTS OF 125,000 SWISS FRANCS)"
11/07/2000,CHF,1.6274,0.30%,0.003,3.35,-3.28,35282,10607,1147,0,7919,26098,18526,27245,16756,8037,"(CONTRACTS OF 125,000 SWISS FRANCS)"
05/07/2000,CHF,1.6323,0.15%,0.0015,3.37,-3.28,36413,8702,0,0,9222,28684,17924,28684,18489,7729,"(CONTRACTS OF 125,000 SWISS FRANCS)"
27/06/2000,CHF,1.6348,-0.40%,-0.004,3.3,-3.37,32663,8015,0,0,7237,23700,15252,23700,17411,8963,"(CONTRACTS OF 125,000 SWISS FRANCS)"
20/06/2000,CHF,1.6283,0.02%,0.0002,3.32,-3.36,35076,10376,0,0,2248,29186,12624,29186,22452,5890,"(CONTRACTS OF 125,000 SWISS FRANCS)"
13/06/2000,CHF,1.6286,1.03%,0.0103,3.15,-3.6,48130,10451,1506,0,17600,34574,28051,36080,20079,12050,"(CONTRACTS OF 125,000 SWISS FRANCS)"
06/06/2000,CHF,1.6455,2.41%,0.0244,3.01,-3.69,40281,2740,5164,143,23235,25279,26118,30586,14163,9695,"(CONTRACTS OF 125,000 SWISS FRANCS)"
30/05/2000,CHF,1.6862,2.07%,0.0209,3.03,-3.79,43436,1659,11935,121,27862,16852,29642,28908,13794,14528,"(CONTRACTS OF 125,000 SWISS FRANCS)"
23/05/2000,CHF,1.7218,-0.02%,-0.0002,3.03,-3.74,47495,1061,19046,15,36577,9734,37653,28795,9842,18700,"(CONTRACTS OF 125,000 SWISS FRANCS)"
16/05/2000,CHF,1.7214,-0.41%,-0.0041,3.06,-3.9,44802,513,19745,15,32564,7558,33092,27318,11710,17484,"(CONTRACTS OF 125,000 SWISS FRANCS)"
09/05/2000,CHF,1.7144,-0.06%,-0.0006,2.97,-3.68,46044,1827,22566,15,34535,8101,36377,30682,9667,15362,"(CONTRACTS OF 125,000 SWISS FRANCS)"
02/05/2000,CHF,1.7134,-0.33%,-0.0033,3.1,-3.42,44747,1491,20164,20,33609,7604,35120,27788,9627,16959,"(CONTRACTS OF 125,000 SWISS FRANCS)"
25/04/2000,CHF,1.7077,-2.51%,-0.0248,2.9,-3.32,44731,1775,19394,20,33770,7894,35565,27308,9166,17423,"(CONTRACTS OF 125,000 SWISS FRANCS)"
18/04/2000,CHF,1.6659,-1.49%,-0.0148,2.8,-3.37,41355,2771,16245,191,27001,10198,29963,26634,11392,14721,"(CONTRACTS OF 125,000 SWISS FRANCS)"
